0.048980203	0.10097072	-0.49227577	0.21476905	0.2709224	0.12368655	0.37222636	0.6246396	0.09140254	-0.5296227	-0.31288445	-0.35957116	-0.8349886	0.07675218	0.11892583	-0.27684885	-0.14106832	-0.3056728	0.36134347	0.21070197	-0.17023344	0.13221872	-0.06470293	-0.43046516	-0.022173407	-0.043696143	0.37548545	0.6202766	-0.46990138	-0.34936255	0.17754792	-0.339479	0.57232004	-0.4932304	0.3793574	0.28887758	0.04015686	0.22701147	0.22923805	-0.55947745	-0.0070076715	0.30225807	0.11661475	0.9893665	0.063391946	0.039526742	0.1472173	0.40953466	-0.21757206	0.03619961
-0.36519998	0.48452738	-0.55119544	0.24613595	0.23097722	0.16745324	0.32588315	0.77098304	0.9373611	-0.008655986	-0.7900349	-0.41698885	-1.2549424	0.38416943	0.24746092	-0.5879336	-0.13575889	-1.6491084	0.37794602	0.40290728	-0.37417552	0.4592863	-0.17081296	-0.929656	-0.31620538	0.29898763	0.76326907	0.938034	-0.94211066	-0.3672463	0.79034126	-0.14836514	0.3628106	0.012929531	0.54758626	0.73263806	0.20903356	0.34054655	0.17010055	-0.33427605	0.4800824	0.7116296	0.40338725	1.4909861	0.08697322	1.1188686	0.30684942	0.07464721	-0.4012559	0.0689965
-0.6371322	0.7156859	-0.672116	0.7539452	0.146371	0.82272005	-0.09456539	0.32623696	0.31224012	-0.66380733	-0.5625229	-0.09828928	-0.92342544	0.7749772	0.43626	-0.9240664	-0.4679078	-0.2794167	0.63660777	0.67779917	-0.77152485	0.75456107	-0.43533155	-0.80435616	-0.5840843	-0.113967314	0.5961203	0.06340719	-0.5593056	-1.1375259	0.8112206	-0.17000172	0.29852265	-0.41698173	0.7599431	0.9938814	-0.37367117	0.5670981	0.29312268	0.31061557	0.46986225	0.52090204	0.6425168	1.1701593	0.031085277	1.6312344	0.33263132	-0.2390849	-0.5559074	0.77855825
-0.45918077	0.5573016	-0.25134373	0.43976894	0.47957236	0.61441773	0.045127913	0.49215236	-0.10210769	-0.24361806	-0.72086537	-0.14225025	-0.7551823	0.26255414	0.38926813	-0.063757986	-0.13271517	-0.2626174	0.51553124	0.54299825	-0.134872	0.40525588	-0.2885656	-0.44964498	-1.0010602	-0.04073054	0.061863504	0.1816288	-0.548613	-0.4452091	-0.063541666	-0.24058662	0.38138962	-0.43991247	0.8737495	0.79161286	0.2081826	0.1456725	0.42529267	-0.2869539	-0.03076256	0.6394224	0.39365542	1.0975665	0.101799704	1.67416	0.07767463	-0.10573047	-0.26316622	0.75338125
-0.41664505	0.7396182	-0.27083877	0.574363	0.16603002	0.42693502	0.28078127	1.1274165	-0.0115125645	-0.8760541	-0.4737845	-0.56603765	-1.1461178	0.6348997	0.1600636	-0.7828601	-0.09857527	-0.47492072	-0.0040424448	0.59453654	0.4496489	0.25068116	-0.6904216	-0.48349702	-0.6561575	-0.55818874	0.38840678	0.57013017	-0.61012185	-0.55577856	-0.17654185	-0.289996	0.79877967	-0.017750785	0.84769225	0.7354009	0.3463141	0.32956135	0.31396604	-0.017844327	0.012151124	0.81932	0.5572035	0.94075483	0.46261892	1.5547322	0.3044132	-0.38255993	-0.6368502	0.5971505
-0.6408249	0.7684537	-0.90955436	0.35532168	0.22249189	0.165997	0.16733783	0.68948376	0.94492584	-0.020976186	-0.6620894	-0.26808593	-1.2474673	0.37100017	0.4262124	-0.85150146	-0.27694932	-1.3218373	0.3715453	0.4359694	-1.0153452	0.624322	-0.013565905	-0.5602561	-0.022308838	-0.50468373	0.44151697	1.1618254	-0.617275	-0.85376734	0.80864394	-0.09345363	0.36356917	0.120634876	0.5438388	0.97797596	0.19425415	0.4608897	0.095092416	0.013583668	0.5655867	0.48450223	0.70164275	1.1549246	0.035888135	1.4468831	-0.031755187	0.0054376787	-0.28590247	0.05154268
-0.32789335	0.62084	-0.5801454	0.5129634	-0.026491428	0.45992345	0.22989511	0.75779104	0.049078356	-0.79258704	-1.0441184	-0.14757457	-0.9417544	0.18751039	0.3626062	-0.31405005	-0.27954236	-0.7042281	0.28925207	0.49448118	-0.036533993	0.32310855	-0.52694434	-0.5038764	-0.6470135	-0.41390333	0.57151145	0.34659937	-0.56586355	-0.863235	0.76809233	-0.20529166	0.62168163	0.08060244	0.60756904	0.6332214	-0.15139644	0.78572017	0.24387921	0.1706064	-0.1926515	0.5727678	0.36580142	1.2051082	0.08728982	1.1137699	0.34486997	-0.29016256	-0.47682136	0.3312013
-0.571344	0.36013824	-0.6163236	1.0217185	0.8487716	0.43420148	0.34294763	0.45478922	0.46089184	-0.6727889	-0.48829436	0.032718774	-0.9357399	0.06417584	0.58659685	-1.270283	-0.54860044	-1.1374743	0.8925508	0.94973576	-0.014763072	0.51416016	-0.49748468	-0.9432651	-0.51145416	0.40769708	0.91134274	0.67458594	0.20966774	-0.08403896	0.4272728	-0.6732882	0.4851376	-1.06914	0.7666732	0.60273427	0.5109059	1.0891765	1.2997009	-0.26556084	0.61661685	0.96535444	0.7993546	0.88562	0.7990838	0.8031509	0.7077639	-0.5323933	-1.2407935	0.6922164
-0.6210595	0.24936128	-0.60673237	1.1658673	0.692533	0.044332683	-0.0141170565	0.28841114	0.73984545	-0.4148538	-0.06513415	0.16529551	-0.70380634	-0.37886474	0.5050548	-1.5288795	-0.5185888	-0.62083405	0.60765743	0.9335123	-0.28520444	0.42432833	-0.5335231	-0.7423032	-0.3663236	0.21864168	0.72248787	0.69486326	-0.038714025	-0.016990604	-0.015439871	-0.39248613	0.23592909	-1.1384631	0.4134861	0.579881	0.34260356	0.969173	0.9173644	-0.64209044	0.58858764	0.6289445	0.8969391	0.72144777	0.798813	-0.047166448	0.71203935	-0.20672652	-1.3794764	0.6466999
-0.42622384	1.0440241	0.25292692	0.3509374	0.42852047	0.10879143	0.30236197	1.0571535	0.39197403	-0.07949846	-0.37139204	-1.0523074	-0.63374114	0.4610376	0.5562395	-0.63647956	-0.251129	-0.35875207	0.40355524	0.557027	0.25304237	-0.109081894	-0.4188064	-0.4478309	-0.14066178	0.10474074	-0.20627631	0.69203824	-0.52492017	-0.25936982	-0.14306389	-0.7190293	0.81600004	-0.90063816	0.5617711	0.29391092	0.59569037	0.31508985	0.6190131	-0.7490723	0.1736847	0.49530438	0.46951273	0.5732649	0.6036068	0.99539167	0.11048831	0.26998508	-0.3761804	0.114585325
